ct_name,code_iaids,meaning,seq,ntsb_type,ntsb_code,avn_code,ntsb_codes_more,not_for_ntsb_use,eADMS_use,notes
ct_landing_gear0  ,UNK,Unknown,1,N,00, ,,FALSE,TRUE,New
ct_landing_gear1    ,N/A,N/A,3,N,01,,,FALSE,TRUE,New
ct_landing_gear1 ,TAIL,Tailwheel,1,N,03, ,"03,04,05",FALSE,TRUE,New
ct_landing_gear1    ,TAND,Tandem,2,N,,,,FALSE,TRUE,New
ct_landing_gear1 ,TRI,Tricycle,0,N,01, ,"01,02",FALSE,TRUE,New
ct_landing_surf     ,ASPH,Asphalt,2,N,02, ,,FALSE,TRUE,
ct_landing_surf     ,CONC,Concrete,3,N,03, ,,FALSE,TRUE,
ct_landing_surf     ,DIRT,Dirt,5,N,05, ,,FALSE,TRUE,
ct_landing_surf     ,GRAS,Grass/turf,6,N,06, ,,FALSE,TRUE,
ct_landing_surf     ,GRAV,Gravel,4,N,04, ,,FALSE,TRUE,
ct_landing_surf     ,ICE,Ice,8,N,08, ,,FALSE,TRUE,
ct_landing_surf     ,MACA,Macadam,1,N,01, ,,FALSE,TRUE,
ct_landing_surf     ,MTWO,Metal/Wood,10,N,10, ,,FALSE,TRUE,
ct_landing_surf     ,SNOW,Snow,7,N,07, ,,FALSE,TRUE,
ct_landing_surf     ,WATE,Water,9,N,09, ,,FALSE,TRUE,
ct_landing_surf0     ,N/A,N/A,11,N,11,-,,FALSE,TRUE,New
ct_landing_surf1     ,UNK,Unknown,0,N,00, ,,FALSE,TRUE,New
ct_light_cond       ,DAWN,Dawn,,N,01, ,,FALSE,TRUE,
ct_light_cond       ,DAYL,Day,1,N,02, ,,FALSE,TRUE,
ct_light_cond       ,DUSK,Dusk,2,N,05, ,,FALSE,TRUE,
ct_light_cond       ,NBRT,Night/Bright,4,N,04, ,,FALSE,TRUE,
ct_light_cond       ,NDRK,Night/Dark,5,N,03, ,,FALSE,TRUE,
ct_light_cond       ,NITE,Night,3,,, ,,FALSE,TRUE,
ct_light_cond       ,NR,Not Reported,6,N,00, ,,FALSE,TRUE,
ct_load_desc        ,CARG,Cargo,3,N,03, ,,FALSE,FALSE,Keep for archived data
ct_load_desc        ,CHEM,Chemicals,9,N,09, ,,FALSE,FALSE,Keep for archived data
ct_load_desc        ,EXTO,Other External,6,N,06, ,,FALSE,FALSE,Keep for archived data
ct_load_desc        ,ILLC,Illegal Cargo,11,N,11, ,,FALSE,FALSE,Keep for archived data
ct_load_desc        ,LIVS,Livestock,10,N,10, ,,FALSE,FALSE,Keep for archived data
ct_load_desc        ,NONE,None,1,N,01, ,,FALSE,FALSE,Keep for archived data
ct_load_desc        ,PARA,Parachutists,7,N,07, ,,FALSE,FALSE,Keep for archived data
ct_load_desc        ,PAX,Passengers,2,N,02, ,,FALSE,FALSE,Keep for archived data
ct_load_desc        ,TOWB,Towing Banner,5,N,05, ,,FALSE,FALSE,Keep for archived data
ct_load_desc        ,TOWG,Towing Glider,4,N,04, ,,FALSE,FALSE,Keep for archived data
ct_load_desc        ,UNK,Unknown,0,N,00, ,,FALSE,FALSE,Keep for archived data
ct_load_desc        ,UNKA,Unknown/NA,12,N,12, ,,FALSE,FALSE,Keep for archived data
ct_load_desc        ,WATE,Water,8,N,08, ,,FALSE,FALSE,Keep for archived data
ct_med_certf,BASC,BasicMed,5,N,,,,FALSE,TRUE,
ct_med_certf        ,CL1,Class 1,2,N,02, ,,FALSE,TRUE,
ct_med_certf        ,CL2,Class 2,3,N,03, ,,FALSE,TRUE,
ct_med_certf        ,CL3,Class 3,4,N,04, ,,FALSE,TRUE,
ct_med_certf        ,NONE,None,1,N,01, ,,FALSE,TRUE,
ct_med_certf        ,SPRT,Sport Pilot,,,,,,FALSE,TRUE,New
ct_med_certf        ,UNK,Unknown,0,N,00, ,,FALSE,TRUE,
ct_med_crtf_vldty   ,EXP,Expired,4,N,04, ,,FALSE,FALSE,Keep for archived data
ct_med_crtf_vldty   ,NONE,None,5,N,05, ,,FALSE,TRUE,
ct_med_crtf_vldty   ,NV,Invalid Medical for flight,3,N,03, ,,FALSE,FALSE,Keep for archived data
ct_med_crtf_vldty   ,UNK,Unknown,0,N,00, ,,FALSE,TRUE,
ct_med_crtf_vldty   ,VNOW,Valid Medical--no waivers/lim.,1,N,01, ,,FALSE,FALSE,Keep for archived data
ct_med_crtf_vldty   ,VWW,Valid Medical--w/ waivers/lim.,2,N,02, ,,FALSE,FALSE,Keep for archived data
ct_med_crtf_vldty   ,WOWL,Without Waivers/Limitations,,,, ,,FALSE,TRUE,
ct_med_crtf_vldty,WTLS,Waiver Time Limited Special,,,,,,FALSE,TRUE,
ct_med_crtf_vldty   ,WWL,With Waivers/Limitations,,,, ,,FALSE,TRUE,
ct_notify_ev,CREW,Crew incapacitation,,,,,,FALSE,TRUE,
ct_notify_ev,DISF,Display failure,,,,,,FALSE,TRUE,
ct_notify_ev,ELEF,Electrical failure,,,,,,FALSE,TRUE,
ct_notify_ev,EVAC,Evacuation,,,,,,FALSE,TRUE,
ct_notify_ev,FCTL,Flight control malfunction,1,N,,,,FALSE,TRUE,
ct_notify_ev,FIRE,In-flight fire,,,,,,FALSE,TRUE,
ct_notify_ev,HYDF,Hydraulic failure,,,,,,FALSE,TRUE,
ct_notify_ev,MENF,Multiple engine failure,,,,,,FALSE,TRUE,
ct_notify_ev,MISA,Missing aircraft,,,,,,FALSE,TRUE,
ct_notify_ev,OTHR,Other,,,,,,FALSE,TRUE,
ct_notify_ev,PDAM,Property damage,,,,,,FALSE,TRUE,
ct_notify_ev,PROP,Propeller failure,,,,,,FALSE,TRUE,
ct_notify_ev,ROTD,Rotor damage,,,,,,FALSE,TRUE,
ct_notify_ev,RUNI,Runway incursion,,,,,,FALSE,TRUE,
ct_notify_ev,TCAS,ACAS/TCAS RA,,,,,,FALSE,TRUE,
ct_notify_ev,UEF,Uncontained engine failure,,,,,,FALSE,TRUE,
ct_notify_ev,WRUN,Wrong runway,,,,,,FALSE,TRUE,
ct_occ_evnt,BrSk,Birdstrike,0,,,,,FALSE,TRUE,
ct_occ_evnt,CbnS,Cabin safety event,1,,,,,FALSE,TRUE,
ct_occ_evnt,CsDv,Course deviation,2,,,,,FALSE,TRUE,
ct_occ_evnt,GndC,Ground collision,3,,,,,FALSE,TRUE,
ct_occ_evnt,LCGd,Loss of control on ground,5,,,,,FALSE,TRUE,
ct_occ_evnt,LGCl,Landing gear collapse,4,,,,,FALSE,TRUE,
ct_occ_evnt,Othr,Miscellaneous/other,7,,,,,FALSE,TRUE,
ct_occ_evnt,SysF,Sys/Comp malf/fail (non-power),6,,,,,FALSE,TRUE,
ct_occ_na_reason,FgnE,"Foreign event, no Accredited Rep. assigned",3,,,,,FALSE,TRUE,
ct_occ_na_reason,NoIF,No intent for flight,0,,,,,FALSE,TRUE,
ct_occ_na_reason,OTHR,Other,4,,,,,FALSE,TRUE,
ct_occ_na_reason,SDmg,Less than substantial damage / serious injury,1,,,,,FALSE,TRUE,
ct_occ_na_reason,UnAc,Unregistered aircraft (no registration required),2,,,,,FALSE,TRUE,
ct_occ_pof,Aprh,Approach,3,,,,,FALSE,TRUE,
ct_occ_pof,EnRt,Enroute,2,,,,,FALSE,TRUE,
ct_occ_pof,Lndg,Landing,4,,,,,FALSE,TRUE,
ct_occ_pof,Othr,Other/Unknown,5,,,,,FALSE,TRUE,
ct_occ_pof,StTx,Standing/Taxi,0,,,,,FALSE,TRUE,
ct_occ_pof,ToIc,Takeoff/Initial climb,1,,,,,FALSE,TRUE,
ct_office,ANC,Alaska Regional Office,,,,,,FALSE,TRUE,
ct_office,ATL,Southern Regional Office,,,,,,FALSE,TRUE,
ct_office,CEN,Central Region,,,,,,FALSE,TRUE,
ct_office,CHI,North Central Regional Office,,,,,,FALSE,TRUE,
ct_office,DCA,Major Investigation,,,,,,FALSE,TRUE,
ct_office,DEN,Central Mountain Regional Office,,,,,,FALSE,TRUE,
ct_office,DFW,South Central Regional Office,,,,,,FALSE,TRUE,
ct_office,ENG,Aviation Engineering,,,,,,FALSE,TRUE,
ct_office,ERA,Easter Region Aviation,,,,,,FALSE,TRUE,
ct_office,GAA,General Aviation Accidents,,,,,,FALSE,TRUE,
ct_office,IAD,Mid-Atlantic Regional Office,,,,,,FALSE,TRUE,
ct_office,LAX,Southwest Regional Office,,,,,,FALSE,TRUE,
ct_office,MIA,Southeast Regional Office,,,,,,FALSE,TRUE,
ct_office,NYC,Northeast Regional Office,,,,,,FALSE,TRUE,
ct_office,OPN,Operational Factors (Additional),,,,,,FALSE,TRUE,
ct_office,OPS,Operational Factors,,,,,,FALSE,TRUE,
ct_office,SEA,Northwest Regional Office,,,,,,FALSE,TRUE,
ct_office,SUR,Survival Factors,,,,,,FALSE,TRUE,Request by Nora Marshall on 4/7/2011
ct_office,WPR,Western Pacific Region,,,,,,FALSE,TRUE,
ct_oper_cert        ,AGR,Agriculture,2,N,02, ,,FALSE,TRUE,
ct_oper_cert        ,EXTL,External Load,1,N,01, ,,FALSE,TRUE,
ct_oper_cert        ,UNK,Unknown,0,N,00, ,,FALSE,FALSE,Keep for archived data
ct_pax_cargo        ,CARG,Cargo,2,N,02,T,,FALSE,TRUE,
ct_pax_cargo        ,MAIL,Mail,4,N,04,R,,FALSE,TRUE,
ct_pax_cargo        ,PACA,Passenger/Cargo,3,N,03,U,,FALSE,FALSE,Keep for archived data
ct_pax_cargo        ,PAX,Passenger Only,1,N,01,S,,FALSE,TRUE,
ct_pax_cargo        ,UNK,Unknown,0,N,00,W,,FALSE,FALSE,Keep for archived data
ct_phase_flt_spec   ,500,Standing,0,N,50,-,,FALSE,TRUE,
ct_phase_flt_spec   ,501,Standing - pre-flight,0,N,50,-,,FALSE,TRUE,
ct_phase_flt_spec   ,502,Standing - starting engine(s),0,N,50,-,,FALSE,TRUE,
ct_phase_flt_spec   ,503,Standing - engine(s) operating,0,N,50,-,,FALSE,TRUE,
ct_phase_flt_spec   ,504,Standing - engine(s) not operating,0,N,50,-,,FALSE,TRUE,
ct_phase_flt_spec   ,505,Standing - idling rotors,0,N,50,-,,FALSE,TRUE,
ct_phase_flt_spec   ,510,Taxi,0,N,51,-,,FALSE,TRUE,
ct_phase_flt_spec   ,511,Taxi - pushback/tow,0,N,51,-,,FALSE,TRUE,
ct_phase_flt_spec   ,512,Taxi - to takeoff,0,N,51,-,,FALSE,TRUE,
ct_phase_flt_spec   ,513,Taxi - from landing,0,N,51,-,,FALSE,TRUE,
ct_phase_flt_spec   ,514,Taxi - aerial,0,N,51,-,,FALSE,TRUE,
ct_phase_flt_spec   ,520,Takeoff,0,N,52,-,,FALSE,TRUE,
ct_phase_flt_spec   ,521,Takeoff - roll/run,0,N,52,-,,FALSE,TRUE,
ct_phase_flt_spec   ,522,Takeoff - initial climb,0,N,52,-,,FALSE,TRUE,
ct_phase_flt_spec   ,523,Takeoff - aborted,0,N,52,-,,FALSE,TRUE,
ct_phase_flt_spec   ,530,Climb,0,N,53,-,,FALSE,TRUE,
ct_phase_flt_spec   ,531,Climb - to cruise,0,N,53,-,,FALSE,TRUE,
ct_phase_flt_spec   ,540,Cruise,0,N,54,-,,FALSE,TRUE,
ct_phase_flt_spec   ,541,Cruise - normal,0,N,54,-,,FALSE,TRUE,
ct_phase_flt_spec   ,542,Maneuvering - holding (IFR),0,N,54,-,,FALSE,TRUE,
ct_phase_flt_spec   ,550,Descent,0,N,55,-,,FALSE,TRUE,
ct_phase_flt_spec   ,551,Descent - normal,0,N,55,-,,FALSE,TRUE,
ct_phase_flt_spec   ,552,Descent - emergency,0,N,55,-,,FALSE,TRUE,
ct_phase_flt_spec   ,553,Descent - uncontrolled,0,N,55,-,,FALSE,TRUE,
ct_phase_flt_spec   ,560,Approach,0,N,56,-,,FALSE,TRUE,
ct_phase_flt_spec   ,561,Approach - VFR pattern - downwind,0,N,56,-,,FALSE,TRUE,
ct_phase_flt_spec   ,562,Approach - VFR pattern - turn to base,0,N,56,-,,FALSE,TRUE,
ct_phase_flt_spec   ,563,Approach - VFR pattern - base leg/base to final,0,N,56,-,,FALSE,TRUE,
ct_phase_flt_spec   ,564,Approach - VFR pattern - final approach,0,N,56,-,,FALSE,TRUE,
ct_phase_flt_spec   ,565,Go-around (VFR),0,N,56,-,,FALSE,TRUE,
ct_phase_flt_spec   ,566,Approach - Initial approach fix (IAF) to final app,0,N,56,-,,FALSE,TRUE,
ct_phase_flt_spec   ,567,Approach - final approach fix (FAF)/outer marker t,0,N,56,-,,FALSE,TRUE,
ct_phase_flt_spec   ,568,Approach - circling (IFR),0,N,56,-,,FALSE,TRUE,
ct_phase_flt_spec   ,569,Missed approach (IFR),0,N,56,-,,FALSE,TRUE,
ct_phase_flt_spec   ,570,Landing,0,N,57,-,,FALSE,TRUE,
ct_phase_flt_spec   ,571,Landing - flare/touchdown,0,N,57,-,,FALSE,TRUE,
ct_phase_flt_spec   ,572,Landing - roll,0,N,57,-,,FALSE,TRUE,
ct_phase_flt_spec   ,573,Landing - aborted,0,N,57,-,,FALSE,TRUE,
ct_phase_flt_spec   ,574,Emergency landing,0,N,57,-,,FALSE,TRUE,
ct_phase_flt_spec   ,575,Emergency landing after takeoff,0,N,57,-,,FALSE,TRUE,
ct_phase_flt_spec   ,576,Emergency descent/landing,0,N,57,-,,FALSE,TRUE,
ct_phase_flt_spec   ,580,Maneuvering,0,N,58,-,,FALSE,TRUE,
ct_phase_flt_spec   ,581,Maneuvering - aerial application,0,N,58,-,,FALSE,TRUE,
ct_phase_flt_spec   ,582,Maneuvering - turn to reverse direction,0,N,58,-,,FALSE,TRUE,
ct_phase_flt_spec   ,583,Maneuvering - turn to landing area (emergency),0,N,58,-,,FALSE,TRUE,
ct_phase_flt_spec   ,590,Hover,0,N,59,-,,FALSE,TRUE,
ct_phase_flt_spec   ,591,Hover - in ground effect,0,N,59,-,,FALSE,TRUE,
ct_phase_flt_spec   ,592,Hover - out of ground effect,0,N,59,-,,FALSE,TRUE,
ct_phase_flt_spec   ,600,Other,0,N,60,-,,FALSE,TRUE,
ct_phase_flt_spec   ,610,Unknown,0,N,61,-,,FALSE,TRUE,
ct_prop_dmg         ,AFAC,Airport Facility,6,N,06, ,,FALSE,FALSE,Keep for archived data
ct_prop_dmg         ,COMM,Commercial Building,4,N,04, ,,FALSE,FALSE,Keep for archived data
ct_prop_dmg         ,CROP,Crops,8,N,08, ,,FALSE,FALSE,Keep for archived data
ct_prop_dmg         ,FENC,Fence,0,N,09,-,,FALSE,FALSE,Keep for archived data
ct_prop_dmg         ,NONE,None,1,N,01, ,,FALSE,FALSE,Keep for archived data
ct_prop_dmg         ,OPRP,Other Property,10,N,10, ,,FALSE,FALSE,Keep for archived data
ct_prop_dmg         ,RESA,Residential Area,3,N,03, ,,FALSE,FALSE,Keep for archived data
ct_prop_dmg         ,RESD,Residence,2,N,02, ,,FALSE,FALSE,Keep for archived data
ct_prop_dmg         ,TREE,Trees,7,N,07, ,,FALSE,FALSE,Keep for archived data
ct_prop_dmg         ,UNK,Unknown,0,N,00, ,,FALSE,FALSE,Keep for archived data
ct_prop_dmg         ,VEHL,Vehicle,5,N,05, ,,FALSE,FALSE,Keep for archived data
ct_prop_dmg         ,WRPL,"Wires, Poles",9,N,10, ,,FALSE,FALSE,Keep for archived data
ct_propeller_type   ,CONP,Controllable Pitch,2,-,- ,-,,FALSE,FALSE,Keep for archived data
ct_propeller_type   ,FIXP,Fixed Pitch,1,-,- ,-,,FALSE,FALSE,Keep for archived data
ct_report_type,CA,Data Collection,,,,,,FALSE,TRUE,
ct_report_type,FA,Field - Launch,,,,,,FALSE,TRUE,
ct_report_type,FAMS,Missing Aircraft,99,,,,,FALSE,TRUE,
ct_report_type,IA,Incident,,,,,,FALSE,TRUE,
ct_report_type,LA,Limited,,,,,,FALSE,TRUE,
ct_report_type,MA,Major - Launch,,,,,,FALSE,TRUE,
ct_report_type,NA,Notification Aviation,97,,,,,FALSE,TRUE,
ct_report_type,RA,Foreign - Launch,,,,,,FALSE,TRUE,
ct_report_type,SA,Special,,,,,,FALSE,TRUE,
ct_report_type,TA,Truncated Aviation,,,,,,FALSE,TRUE,
ct_report_type,WA,Foreign,,,,,,FALSE,TRUE,
ct_report_type_notuse,GA,Launch,,,,,,FALSE,TRUE,
ct_report_type_notuse,PA,Major - Public Aircraft,98,,,,,FALSE,TRUE,
ct_report_type_notuse,TA,??,,,,,,FALSE,TRUE,
ct_rwy_cond         ,DRY,Dry,1,N,01, ,,FALSE,TRUE,
ct_rwy_cond         ,HOLE,Holes,16,N,16, ,,FALSE,TRUE,
ct_rwy_cond         ,ICEC,Ice,3,N,03, ,,FALSE,TRUE,
ct_rwy_cond         ,RBDP,Rubber Deposits,12,N,12, ,,FALSE,TRUE,
ct_rwy_cond         ,ROUG,Rough,14,N,14, ,,FALSE,TRUE,
ct_rwy_cond         ,SH2O,Standing Water,,,,,,FALSE,TRUE,New
ct_rwy_cond         ,SLUH,Slush covered,15,N,15, ,,FALSE,TRUE,
ct_rwy_cond         ,SNCM,Snow--compacted,7,N,07, ,,FALSE,FALSE,Keep for archived data
ct_rwy_cond         ,SNCR,Snow-crusted,6,N,06, ,,FALSE,FALSE,Keep for archived data
ct_rwy_cond         ,SNDR,Snow--dry,4,N,04, ,,FALSE,FALSE,Keep for archived data
ct_rwy_cond         ,SNOW,Snow,,,,,,FALSE,TRUE,New
ct_rwy_cond         ,SNWT,Snow--wet,5,N,05, ,,FALSE,FALSE,Keep for archived data
ct_rwy_cond         ,SOFT,Soft,13,N,13, ,,FALSE,TRUE,
ct_rwy_cond         ,VEGE,Vegetation,8,N,08, ,,FALSE,TRUE,
ct_rwy_cond         ,WACH,Water--choppy,10,N,10, ,,FALSE,TRUE,
ct_rwy_cond         ,WACM,Water--calm,9,N,09, ,,FALSE,TRUE,
ct_rwy_cond         ,WAGL,Water--glassy,11,N,11, ,,FALSE,TRUE,
ct_rwy_cond         ,WET,Wet,2,N,02, ,,FALSE,TRUE,
ct_rwy_cond0         ,UNK,Unknown,0,N,00, ,,FALSE,TRUE,
ct_safety_type,ACC,Accomplishment,1,N,,,,FALSE,TRUE,
ct_safety_type,ALR,Alert,1,N,,,,FALSE,TRUE,
ct_safety_type,RES,Result,1,N,,,,FALSE,TRUE,
ct_sched            ,NSCH,Non-scheduled,2,N,02, ,,FALSE,TRUE,
ct_sched            ,SCHD,Scheduled,1,N,01, ,,FALSE,TRUE,
ct_sched            ,UNK,Unknown,0,N,00, ,,FALSE,FALSE,Keep for archived data
ct_seat_crew,CTR,Center,3,N,03, ,,FALSE,TRUE,
ct_seat_crew,FRT,Front,4,N,04, ,,FALSE,TRUE,
ct_seat_crew,LEFT,Left,1,N,01, ,,FALSE,TRUE,
ct_seat_crew,NONE,None,7,-,98,-, ,FALSE,TRUE, Added 2/28/14
ct_seat_crew,REAR,Rear,5,N,05, ,,FALSE,TRUE,
ct_seat_crew,RGT,Right,2,N,02, ,,FALSE,TRUE,
ct_seat_crew,SNGL,Single,6,-,99,-,,FALSE,TRUE,
ct_seat_crew,UNK,Unknown,0,N,00, ,,FALSE,TRUE,
ct_seat_pass,CTR,Center,3,N,3,,,FALSE,TRUE,
ct_seat_pass,FRT,Front,4,N,4,,,FALSE,TRUE,
ct_seat_pass,LEFT,Left,1,N,1,,,FALSE,TRUE,
ct_seat_pass,NONE,None,7,-,98,-, ,FALSE,TRUE, Added 2/28/14
ct_seat_pass,REAR,Rear,5,N,5,,,FALSE,TRUE,
ct_seat_pass,RGT,Right,2,N,2,,,FALSE,TRUE,
ct_seat_pass,UNK,Unknown,0,N,0,,,FALSE,TRUE,
ct_sim_case_filt,ACFT,Aircraft,2,N,,,,FALSE,TRUE,
ct_sim_case_filt,SOE,Sequence of Events,3,N,,,,FALSE,TRUE,
ct_sky_ceil         ,BKN,Broken,1,N,02, ,,FALSE,TRUE,
ct_sky_ceil         ,NONE,None,,N,01, ,,FALSE,TRUE,
ct_sky_ceil         ,OBSC,Obscured,5,N,04, ,,FALSE,FALSE,
ct_sky_ceil         ,OVC,Overcast,2,N,03, ,,FALSE,TRUE,
ct_sky_ceil         ,UNK,Unknown,4,N,00, ,,FALSE,TRUE,
ct_sky_ceil         ,VV,Indefinite (V V),3,,, ,,FALSE,TRUE,
ct_sky_nonceil      ,BKNT,Thin Broken,4,N,03, ,,FALSE,FALSE,
ct_sky_nonceil      ,CLER,Clear,,N,01, ,,FALSE,TRUE,
ct_sky_nonceil      ,FEW,Few,1,,, ,,FALSE,TRUE,
ct_sky_nonceil      ,OVCT,Thin Overcast,6,N,04, ,,FALSE,FALSE,
ct_sky_nonceil      ,POBS,Partial Obscuration,5,N,05, ,,FALSE,FALSE,
ct_sky_nonceil      ,SCAT,Scattered,2,N,02, ,,FALSE,TRUE,
ct_sky_nonceil      ,UNK,Unknown,3,N,00, ,,FALSE,TRUE,
ct_spec_hand,GA,GA,2,,,,,FALSE,TRUE,Special Handling
ct_spec_hand,IIC,IIC,3,,,,,FALSE,TRUE,Special Handling
ct_spec_hand,IND,Industry,5,,,,,FALSE,TRUE,Special Handling
ct_spec_hand,PA,PA,0,,,,,FALSE,TRUE,Special Handling
ct_spec_hand,TDA,TDA,1,,,,,FALSE,TRUE,Special Handling
ct_states,AB,ALBERTA,0,,,AB,,FALSE,TRUE,
ct_states           ,AK,ALASKA,0, ,  ,AK,,FALSE,TRUE,
ct_states           ,AL,ALABAMA,0, ,  ,AL,,FALSE,TRUE,
ct_states           ,AO,ATLANTIC OCEAN,0, ,  ,AO,,FALSE,TRUE,
ct_states           ,AR,ARKANSAS,0, ,  ,AR,,FALSE,TRUE,
ct_states,AS,AMERICAN SAMOA,0,,,,,FALSE,TRUE,
ct_states           ,AZ,ARIZONA,0, ,  ,AZ,,FALSE,TRUE,
ct_states,BC,BRITISH COLUMBIA,0,,,BC,,FALSE,TRUE,
ct_states           ,CA,CALIFORNIA,0, ,  ,CA,,FALSE,TRUE,
ct_states           ,CB,CARIBBEAN SEA,0, ,  ,CB,,FALSE,TRUE,
ct_states           ,CO,COLORADO,0, ,  ,CO,,FALSE,TRUE,
ct_states           ,CT,CONNECTICUT,0, ,  ,CT,,FALSE,TRUE,
ct_states,CZ,CANAL ZONE,0,,,CZ,,FALSE,TRUE,
ct_states           ,DC,DISTRICT OF COLUMBIA,0, ,  ,DC,,FALSE,TRUE,
ct_states           ,DE,DELAWARE,0, ,  ,DE,,FALSE,TRUE,
ct_states           ,FL,FLORIDA,0, ,  ,FL,,FALSE,TRUE,
ct_states           ,FM,MICRONESIA,0, ,  ,FM,,FALSE,TRUE,
ct_states,FN,FOREIGN,0,,,FN,,FALSE,TRUE,
ct_states           ,GA,GEORGIA,0, ,  ,GA,,FALSE,TRUE,
ct_states           ,GM,GULF OF MEXICO,0, ,  ,GM,,FALSE,TRUE,
ct_states,GU,GUAM,0,,,,,FALSE,TRUE,
ct_states           ,HI,HAWAII,0, ,  ,HI,,FALSE,TRUE,
ct_states           ,IA,IOWA,0, ,  ,IA,,FALSE,TRUE,
ct_states           ,ID,IDAHO,0, ,  ,ID,,FALSE,TRUE,
ct_states           ,IL,ILLINOIS,0, ,  ,IL,,FALSE,TRUE,
ct_states           ,IN,INDIANA,0, ,  ,IN,,FALSE,TRUE,
ct_states           ,KS,KANSAS,0, ,  ,KS,,FALSE,TRUE,
ct_states           ,KY,KENTUCKY,0, ,  ,KY,,FALSE,TRUE,
ct_states           ,LA,LOUISIANA,0, ,  ,LA,,FALSE,TRUE,
ct_states           ,MA,MASSACHUSETTS,0, ,  ,MA,,FALSE,TRUE,
ct_states,MB,MANITOBA,0,,,MB,,FALSE,TRUE,
ct_states           ,MD,MARYLAND,0, ,  ,MD,,FALSE,TRUE,
ct_states           ,ME,MAINE,0, ,  ,ME,,FALSE,TRUE,
ct_states           ,MH,MARSHALL ISLANDS,0, ,  ,MH,,FALSE,TRUE,
ct_states           ,MI,MICHIGAN,0, ,  ,MI,,FALSE,TRUE,
ct_states           ,MN,MINNESOTA,0, ,  ,MN,,FALSE,TRUE,
ct_states           ,MO,MISSOURI,0, ,  ,MO,,FALSE,TRUE,
ct_states           ,MP,NORTHERN MARIANAS,0, ,  ,MP,,FALSE,TRUE,
ct_states           ,MS,MISSISSIPPI,0, ,  ,MS,,FALSE,TRUE,
ct_states           ,MT,MONTANA,0, ,  ,MT,,FALSE,TRUE,
ct_states,NB,NEW BRUNSWICK,0,,,NB,,FALSE,TRUE,
ct_states           ,NC,NORTH CAROLINA,0, ,  ,NC,,FALSE,TRUE,
ct_states           ,ND,NORTH DAKOTA,0, ,  ,ND,,FALSE,TRUE,
ct_states           ,NE,NEBRASKA,0, ,  ,NE,,FALSE,TRUE,
ct_states           ,NH,NEW HAMPSHIRE,0, ,  ,NH,,FALSE,TRUE,
ct_states           ,NJ,NEW JERSEY,0, ,  ,NJ,,FALSE,TRUE,
ct_states,NL,NEWFOUNDLAND AND LABRADOR,0,,,NL,,FALSE,TRUE,
ct_states           ,NM,NEW MEXICO,0, ,  ,NM,,FALSE,TRUE,
ct_states,NS,NOVA SCOTIA,0,,,NS,,FALSE,TRUE,
ct_states,NT,NORTHWEST TERRITORIES,0,,,NT,,FALSE,TRUE,
ct_states,NU,NUNAVUT,0,,,NU,,FALSE,TRUE,
ct_states           ,NV,NEVADA,0, ,  ,NV,,FALSE,TRUE,
ct_states           ,NY,NEW YORK,0, ,  ,NY,,FALSE,TRUE,
ct_states           ,OH,OHIO,0, ,  ,OH,,FALSE,TRUE,
ct_states           ,OK,OKLAHOMA,0, ,  ,OK,,FALSE,TRUE,
ct_states,ON,ONTARIO,0,,,ON,,FALSE,TRUE,
ct_states           ,OR,OREGON,0, ,  ,OR,,FALSE,TRUE,
ct_states           ,PA,PENNSYLVANIA,0, ,  ,PA,,FALSE,TRUE,
ct_states,PE,PRINCE EDWARD ISLAND,0,,,PE,,FALSE,TRUE,
ct_states           ,PO,PACIFIC OCEAN,0, ,  ,PO,,FALSE,TRUE,
ct_states,PR,PUERTO RICO,0,,,,,FALSE,TRUE,
ct_states,PW,PALAU,0,,,PW,,FALSE,TRUE,
ct_states,QC,QUEBEC,0,,,QC,,FALSE,TRUE,
ct_states           ,RI,RHODE ISLAND,0, ,  ,RI,,FALSE,TRUE,
ct_states           ,RQ,PUERTO RICO,0, ,  ,RQ,,TRUE,TRUE,
ct_states           ,SC,SOUTH CAROLINA,0, ,  ,SC,,FALSE,TRUE,
ct_states           ,SD,SOUTH DAKOTA,0, ,  ,SD,,FALSE,TRUE,
ct_states,SK,SASKATCHEWAN,0,,,SK,,FALSE,TRUE,
ct_states           ,TN,TENNESSEE,0, ,  ,TN,,FALSE,TRUE,
ct_states           ,TX,TEXAS,0, ,  ,TX,,FALSE,TRUE,
ct_states,UN,UNKNOWN,0,,,,,FALSE,TRUE,
ct_states           ,UT,UTAH,0, ,  ,UT,,FALSE,TRUE,
ct_states           ,VA,VIRGINIA,0, ,  ,VA,,FALSE,TRUE,
ct_states,VI,US VIRGIN ISLANDS,0,,,,,FALSE,TRUE,
ct_states           ,VT,VERMONT,0, ,  ,VT,,FALSE,TRUE,
ct_states           ,WA,WASHINGTON,0, ,  ,WA,,FALSE,TRUE,
ct_states           ,WI,WISCONSIN,0, ,  ,WI,,FALSE,TRUE,
ct_states           ,WV,WEST VIRGINIA,0, ,  ,WV,,FALSE,TRUE,
ct_states           ,WY,WYOMING,0, ,  ,WY,,FALSE,TRUE,
ct_states,YT,YUKON,0,,,,,FALSE,TRUE,
ct_time_zone,ADT,Atlantic Daylight Time,,,,ADT,,FALSE,TRUE,Using avn_code for 3-5 digit time zone code
ct_time_zone,AKD,Alaska Daylight Time,,,,AKDT,,FALSE,TRUE,Using avn_code for 3-5 digit time zone code
